"Informe de estadísticas de uso de OJS"
"Informe de estadísticas de uso de OJS predeterminado (COUNTER preparado)"
"Métrica: ojs::counter"
"Dirección URL del informe: http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu/manager/generateReport?metricType=ojs%3A%3Acounter&columns[]=assoc_type&columns[]=issue_id&columns[]=country_id&columns[]=month&filters=a%3A3%3A%7Bs%3A10%3A%22assoc_type%22%3Ba%3A1%3A%7Bi%3A0%3Bs%3A3%3A%22259%22%3B%7Ds%3A10%3A%22context_id%22%3Bs%3A1%3A%221%22%3Bs%3A3%3A%22day%22%3Ba%3A2%3A%7Bs%3A4%3A%22from%22%3Bs%3A8%3A%2220180101%22%3Bs%3A2%3A%22to%22%3Bs%3A8%3A%2220180709%22%3B%7D%7D"

,Tipo,Número,País,Mes,Total
,Número,31,MX,201802,1
,Número,31,MX,201804,12
,Número,31,MX,201805,2
,Número,31,MX,201806,1
,Número,31,US,201801,18
,Número,31,US,201802,26
,Número,31,US,201803,16
,Número,31,US,201804,10
,Número,31,US,201805,2
,Número,31,US,201806,9
,Número,31,US,201807,2
,Número,31,VN,201806,1
,Número,32,,201805,1
,Número,32,,201806,11
,Número,32,AR,201801,1
,Número,32,CA,201805,1
,Número,32,CZ,201803,1
,Número,32,FR,201801,2
,Número,32,FR,201802,2
,Número,32,GB,201801,1
,Número,32,GB,201804,2
,Número,32,IT,201802,1
,Número,32,MX,201804,9
,Número,32,MX,201805,6
,Número,32,MX,201806,3
,Número,32,MX,201807,3
,Número,32,US,201801,9
,Número,32,US,201802,24
,Número,32,US,201803,17
,Número,32,US,201804,3
,Número,32,US,201805,2
,Número,32,US,201806,5
,Número,32,US,201807,1
,Número,32,VN,201806,1
,Número,33,,201805,1
,Número,33,,201806,11
,Número,33,AR,201801,1
,Número,33,CZ,201803,1
,Número,33,FR,201801,3
,Número,33,FR,201802,3
,Número,33,FR,201804,2
,Número,33,MX,201804,12
,Número,33,MX,201805,3
,Número,33,MX,201806,6
,Número,33,US,201801,10
,Número,33,US,201802,25
,Número,33,US,201803,16
,Número,33,US,201804,7
,Número,33,US,201805,5
,Número,33,US,201806,9
,Número,33,UY,201806,1
,Número,33,VN,201806,1
,Número,34-35,,201805,1
,Número,34-35,,201806,17
,Número,34-35,AR,201801,2
,Número,34-35,CZ,201803,1
,Número,34-35,DE,201801,2
,Número,34-35,DE,201804,2
,Número,34-35,FR,201801,2
,Número,34-35,FR,201802,2
,Número,34-35,FR,201804,1
,Número,34-35,GB,201801,1
,Número,34-35,IT,201802,1
,Número,34-35,IT,201804,1
,Número,34-35,MX,201801,3
,Número,34-35,MX,201802,1
,Número,34-35,MX,201803,1
,Número,34-35,MX,201804,11
,Número,34-35,MX,201805,1
,Número,34-35,MX,201806,1
,Número,34-35,PE,201806,1
,Número,34-35,US,201801,10
,Número,34-35,US,201802,27
,Número,34-35,US,201803,18
,Número,34-35,US,201804,8
,Número,34-35,US,201805,2
,Número,34-35,US,201806,7
,Número,34-35,UY,201803,1
,Número,34-35,VN,201806,1
,Número,36,,201805,1
,Número,36,,201806,8
,Número,36,AR,201801,1
,Número,36,CA,201806,1
,Número,36,CZ,201803,1
,Número,36,DE,201801,4
,Número,36,DE,201802,3
,Número,36,DE,201803,3
,Número,36,DE,201804,5
,Número,36,DE,201805,4
,Número,36,DE,201806,3
,Número,36,FR,201801,1
,Número,36,FR,201803,1
,Número,36,GB,201801,2
,Número,36,GB,201802,1
,Número,36,IT,201802,2
,Número,36,IT,201804,2
,Número,36,MX,201801,2
,Número,36,MX,201803,1
,Número,36,MX,201804,10
,Número,36,MX,201805,1
,Número,36,MX,201806,3
,Número,36,MX,201807,2
,Número,36,UA,201806,1
,Número,36,US,201801,14
,Número,36,US,201802,25
,Número,36,US,201803,21
,Número,36,US,201804,10
,Número,36,US,201805,2
,Número,36,US,201806,7
,Número,36,US,201807,2
,Número,36,VN,201806,1
,Número,37,,201804,1
,Número,37,,201805,1
,Número,37,,201806,8
,Número,37,AR,201801,1
,Número,37,CA,201806,1
,Número,37,CZ,201803,1
,Número,37,FR,201801,3
,Número,37,FR,201802,2
,Número,37,FR,201804,1
,Número,37,GB,201802,1
,Número,37,GB,201804,1
,Número,37,KR,201805,1
,Número,37,MX,201802,1
,Número,37,MX,201804,5
,Número,37,MX,201805,4
,Número,37,MX,201806,1
,Número,37,US,201801,10
,Número,37,US,201802,25
,Número,37,US,201803,17
,Número,37,US,201804,6
,Número,37,US,201805,3
,Número,37,US,201806,8
,Número,37,VN,201806,1
,Número,38,,201805,1
,Número,38,,201806,11
,Número,38,AR,201801,1
,Número,38,CZ,201803,1
,Número,38,FR,201802,1
,Número,38,GB,201801,2
,Número,38,GB,201802,2
,Número,38,IT,201801,1
,Número,38,IT,201804,1
,Número,38,MX,201802,2
,Número,38,MX,201804,8
,Número,38,MX,201805,1
,Número,38,MX,201806,2
,Número,38,NL,201804,1
,Número,38,US,201801,12
,Número,38,US,201802,29
,Número,38,US,201803,16
,Número,38,US,201804,4
,Número,38,US,201805,3
,Número,38,US,201806,7
,Número,38,VN,201806,1
,Número,39,,201805,1
,Número,39,,201806,14
,Número,39,AR,201801,1
,Número,39,AT,201802,1
,Número,39,AT,201803,2
,Número,39,AT,201804,1
,Número,39,AT,201805,1
,Número,39,CO,201802,1
,Número,39,CZ,201803,1
,Número,39,FR,201801,2
,Número,39,GB,201801,1
,Número,39,GB,201802,1
,Número,39,IT,201802,2
,Número,39,IT,201804,2
,Número,39,MX,201802,1
,Número,39,MX,201804,6
,Número,39,MX,201805,2
,Número,39,MX,201806,1
,Número,39,US,201801,10
,Número,39,US,201802,23
,Número,39,US,201803,16
,Número,39,US,201804,7
,Número,39,US,201805,2
,Número,39,US,201806,7
,Número,39,VN,201806,1
,Número,40,,201804,2
,Número,40,,201805,1
,Número,40,,201806,7
,Número,40,AR,201801,1
,Número,40,AR,201803,1
,Número,40,AT,201802,1
,Número,40,AT,201803,2
,Número,40,AT,201804,1
,Número,40,AT,201805,1
,Número,40,CA,201802,1
,Número,40,CZ,201803,1
,Número,40,FR,201801,1
,Número,40,FR,201802,2
,Número,40,FR,201804,2
,Número,40,FR,201806,1
,Número,40,GB,201801,2
,Número,40,GB,201802,1
,Número,40,MX,201802,4
,Número,40,MX,201804,5
,Número,40,MX,201805,2
,Número,40,MX,201806,2
,Número,40,US,201801,12
,Número,40,US,201802,25
,Número,40,US,201803,16
,Número,40,US,201804,6
,Número,40,US,201805,2
,Número,40,US,201806,7
,Número,40,US,201807,2
,Número,40,VE,201804,1
,Número,40,VN,201806,1
,Número,41,,201802,2
,Número,41,,201805,1
,Número,41,,201806,9
,Número,41,AR,201801,1
,Número,41,AR,201803,1
,Número,41,AT,201802,1
,Número,41,AT,201803,1
,Número,41,AT,201804,1
,Número,41,AT,201805,1
,Número,41,CO,201805,2
,Número,41,CZ,201803,1
,Número,41,FR,201801,1
,Número,41,FR,201802,2
,Número,41,FR,201804,1
,Número,41,GB,201801,1
,Número,41,GB,201802,1
,Número,41,GB,201804,1
,Número,41,IT,201801,1
,Número,41,MX,201801,1
,Número,41,MX,201802,6
,Número,41,MX,201803,1
,Número,41,MX,201804,7
,Número,41,MX,201805,3
,Número,41,MX,201806,2
,Número,41,US,201801,15
,Número,41,US,201802,27
,Número,41,US,201803,17
,Número,41,US,201804,5
,Número,41,US,201805,3
,Número,41,US,201806,7
,Número,41,VN,201806,1
,Número,42,,201805,2
,Número,42,,201806,6
,Número,42,AR,201801,1
,Número,42,AR,201803,1
,Número,42,AT,201802,1
,Número,42,AT,201803,1
,Número,42,AT,201804,1
,Número,42,AT,201805,1
,Número,42,BO,201805,1
,Número,42,CZ,201803,1
,Número,42,FR,201801,2
,Número,42,FR,201802,1
,Número,42,FR,201804,2
,Número,42,GB,201801,1
,Número,42,GB,201802,2
,Número,42,MX,201801,1
,Número,42,MX,201802,1
,Número,42,MX,201803,3
,Número,42,MX,201804,7
,Número,42,MX,201805,2
,Número,42,MX,201806,2
,Número,42,US,201801,12
,Número,42,US,201802,26
,Número,42,US,201803,19
,Número,42,US,201804,5
,Número,42,US,201805,5
,Número,42,US,201806,7
,Número,42,VN,201806,1
,Número,43,,201804,3
,Número,43,,201805,2
,Número,43,,201806,10
,Número,43,AR,201801,1
,Número,43,AR,201803,1
,Número,43,AT,201802,1
,Número,43,AT,201803,1
,Número,43,BR,201802,1
,Número,43,BR,201804,1
,Número,43,CO,201803,2
,Número,43,CZ,201803,1
,Número,43,FR,201801,2
,Número,43,FR,201802,2
,Número,43,FR,201804,1
,Número,43,GB,201801,1
,Número,43,GB,201802,1
,Número,43,IT,201804,1
,Número,43,MX,201801,1
,Número,43,MX,201802,1
,Número,43,MX,201803,2
,Número,43,MX,201804,8
,Número,43,MX,201805,5
,Número,43,MX,201806,7
,Número,43,MX,201807,2
,Número,43,SV,201802,1
,Número,43,US,201801,10
,Número,43,US,201802,31
,Número,43,US,201803,18
,Número,43,US,201804,6
,Número,43,US,201805,4
,Número,43,US,201806,7
,Número,43,US,201807,3
,Número,43,VN,201806,1
,Número,44,,201805,1
,Número,44,,201806,10
,Número,44,AR,201801,1
,Número,44,AR,201803,1
,Número,44,CA,201802,1
,Número,44,CZ,201803,1
,Número,44,FR,201801,2
,Número,44,FR,201804,1
,Número,44,GB,201802,3
,Número,44,GB,201804,1
,Número,44,IT,201801,1
,Número,44,MX,201801,1
,Número,44,MX,201802,4
,Número,44,MX,201803,1
,Número,44,MX,201804,8
,Número,44,MX,201805,2
,Número,44,MX,201806,2
,Número,44,MX,201807,2
,Número,44,SE,201803,1
,Número,44,US,201801,11
,Número,44,US,201802,26
,Número,44,US,201803,18
,Número,44,US,201804,4
,Número,44,US,201805,3
,Número,44,US,201806,5
,Número,44,US,201807,2
,Número,44,VN,201806,1
,Número,45,,201805,1
,Número,45,,201806,12
,Número,45,AR,201801,1
,Número,45,AR,201803,1
,Número,45,AR,201806,1
,Número,45,CZ,201803,1
,Número,45,DE,201804,1
,Número,45,FR,201801,3
,Número,45,FR,201802,1
,Número,45,FR,201804,2
,Número,45,GB,201802,1
,Número,45,IT,201802,1
,Número,45,MX,201802,1
,Número,45,MX,201804,7
,Número,45,MX,201805,4
,Número,45,MX,201806,2
,Número,45,MX,201807,6
,Número,45,RU,201802,1
,Número,45,US,201801,10
,Número,45,US,201802,26
,Número,45,US,201803,16
,Número,45,US,201804,4
,Número,45,US,201805,4
,Número,45,US,201806,7
,Número,45,US,201807,1
,Número,45,VN,201806,1
,Número,46,,201801,2
,Número,46,,201805,2
,Número,46,,201806,11
,Número,46,AR,201801,1
,Número,46,AR,201803,1
,Número,46,AT,201802,1
,Número,46,AT,201803,1
,Número,46,AT,201804,1
,Número,46,AT,201805,1
,Número,46,CZ,201803,1
,Número,46,ES,201801,1
,Número,46,FR,201801,2
,Número,46,FR,201802,1
,Número,46,FR,201804,2
,Número,46,GB,201801,1
,Número,46,GB,201802,2
,Número,46,MX,201801,1
,Número,46,MX,201802,1
,Número,46,MX,201804,4
,Número,46,MX,201805,2
,Número,46,MX,201806,4
,Número,46,MX,201807,1
,Número,46,NZ,201803,1
,Número,46,US,201801,13
,Número,46,US,201802,23
,Número,46,US,201803,17
,Número,46,US,201804,4
,Número,46,US,201805,4
,Número,46,US,201806,5
,Número,46,US,201807,1
,Número,46,VN,201806,1
,Número,48,,201805,14
,Número,48,,201806,11
,Número,48,AR,201801,1
,Número,48,AR,201803,1
,Número,48,AT,201802,1
,Número,48,AT,201803,1
,Número,48,CZ,201803,1
,Número,48,FR,201801,2
,Número,48,FR,201802,1
,Número,48,FR,201804,2
,Número,48,GB,201801,1
,Número,48,GB,201802,2
,Número,48,MX,201801,1
,Número,48,MX,201803,1
,Número,48,MX,201804,13
,Número,48,MX,201805,1
,Número,48,MX,201806,3
,Número,48,MX,201807,1
,Número,48,US,201801,11
,Número,48,US,201802,26
,Número,48,US,201803,17
,Número,48,US,201804,9
,Número,48,US,201805,2
,Número,48,US,201806,7
,Número,48,US,201807,1
,Número,48,VN,201806,1
,Número,47,,201805,1
,Número,47,,201806,8
,Número,47,AR,201801,1
,Número,47,AR,201803,1
,Número,47,CZ,201803,1
,Número,47,FR,201801,1
,Número,47,FR,201802,1
,Número,47,GB,201801,2
,Número,47,GB,201802,2
,Número,47,GB,201804,2
,Número,47,MX,201804,12
,Número,47,MX,201805,1
,Número,47,MX,201806,2
,Número,47,MX,201807,3
,Número,47,NZ,201803,1
,Número,47,US,201801,11
,Número,47,US,201802,26
,Número,47,US,201803,18
,Número,47,US,201804,6
,Número,47,US,201805,3
,Número,47,US,201806,8
,Número,47,US,201807,1
,Número,47,VN,201806,1
,Número,49,,201802,1
,Número,49,,201805,1
,Número,49,,201806,6
,Número,49,AR,201801,1
,Número,49,AR,201803,1
,Número,49,CZ,201803,1
,Número,49,DE,201802,1
,Número,49,EC,201802,1
,Número,49,FR,201802,3
,Número,49,FR,201804,1
,Número,49,GB,201801,3
,Número,49,GB,201804,1
,Número,49,IE,201802,1
,Número,49,IT,201802,1
,Número,49,MX,201801,1
,Número,49,MX,201804,7
,Número,49,MX,201805,3
,Número,49,MX,201806,3
,Número,49,MX,201807,2
,Número,49,US,201801,16
,Número,49,US,201802,31
,Número,49,US,201803,18
,Número,49,US,201804,3
,Número,49,US,201805,3
,Número,49,US,201806,6
,Número,49,US,201807,1
,Número,49,VN,201806,1
,Número,50,,201805,3
,Número,50,,201806,9
,Número,50,AR,201801,1
,Número,50,AR,201803,1
,Número,50,AT,201802,1
,Número,50,AT,201803,2
,Número,50,AT,201804,1
,Número,50,AT,201805,1
,Número,50,CL,201803,1
,Número,50,CZ,201803,1
,Número,50,FR,201801,3
,Número,50,FR,201802,1
,Número,50,GB,201802,1
,Número,50,GB,201804,2
,Número,50,IT,201802,1
,Número,50,MX,201801,1
,Número,50,MX,201804,16
,Número,50,MX,201805,3
,Número,50,MX,201806,6
,Número,50,MX,201807,2
,Número,50,US,201801,9
,Número,50,US,201802,22
,Número,50,US,201803,17
,Número,50,US,201804,4
,Número,50,US,201805,3
,Número,50,US,201806,6
,Número,50,US,201807,1
,Número,50,VN,201806,1
,Número,51,,201805,1
,Número,51,,201806,12
,Número,51,AR,201801,1
,Número,51,AR,201803,1
,Número,51,AR,201806,1
,Número,51,AT,201802,1
,Número,51,AT,201803,1
,Número,51,AT,201804,1
,Número,51,AT,201805,1
,Número,51,CZ,201803,1
,Número,51,FR,201801,2
,Número,51,FR,201802,2
,Número,51,FR,201804,2
,Número,51,GB,201801,1
,Número,51,IT,201802,1
,Número,51,MX,201801,1
,Número,51,MX,201803,1
,Número,51,MX,201804,8
,Número,51,MX,201805,2
,Número,51,MX,201806,1
,Número,51,MX,201807,1
,Número,51,US,201801,11
,Número,51,US,201802,23
,Número,51,US,201803,18
,Número,51,US,201804,4
,Número,51,US,201805,2
,Número,51,US,201806,8
,Número,51,US,201807,1
,Número,51,VN,201806,1
,Número,54,,201802,1
,Número,54,,201805,2
,Número,54,,201806,6
,Número,54,AR,201801,1
,Número,54,AR,201803,1
,Número,54,AT,201802,1
,Número,54,BR,201802,1
,Número,54,CO,201802,2
,Número,54,CZ,201803,1
,Número,54,EC,201802,2
,Número,54,FR,201801,1
,Número,54,FR,201802,1
,Número,54,FR,201804,1
,Número,54,GB,201801,1
,Número,54,GB,201802,2
,Número,54,GB,201804,1
,Número,54,IT,201801,1
,Número,54,MX,201801,1
,Número,54,MX,201802,5
,Número,54,MX,201804,6
,Número,54,MX,201805,6
,Número,54,MX,201806,4
,Número,54,MX,201807,2
,Número,54,UA,201801,1
,Número,54,US,201801,11
,Número,54,US,201802,27
,Número,54,US,201803,16
,Número,54,US,201804,3
,Número,54,US,201805,2
,Número,54,US,201806,6
,Número,54,VN,201806,1
,Número,53,,201805,2
,Número,53,,201806,4
,Número,53,AR,201801,1
,Número,53,AR,201803,1
,Número,53,BR,201802,1
,Número,53,CO,201802,1
,Número,53,CZ,201803,1
,Número,53,EC,201803,1
,Número,53,FR,201801,2
,Número,53,FR,201802,1
,Número,53,FR,201804,1
,Número,53,GB,201801,1
,Número,53,GB,201802,2
,Número,53,GB,201804,1
,Número,53,MX,201802,1
,Número,53,MX,201803,2
,Número,53,MX,201804,6
,Número,53,MX,201805,3
,Número,53,MX,201806,3
,Número,53,MX,201807,1
,Número,53,NL,201802,2
,Número,53,US,201801,13
,Número,53,US,201802,22
,Número,53,US,201803,17
,Número,53,US,201804,3
,Número,53,US,201805,2
,Número,53,US,201806,7
,Número,53,US,201807,1
,Número,53,VN,201806,1
,Número,52,,201805,2
,Número,52,,201806,25
,Número,52,AR,201801,1
,Número,52,AR,201803,1
,Número,52,BR,201802,1
,Número,52,CO,201802,1
,Número,52,CZ,201803,1
,Número,52,FR,201801,3
,Número,52,FR,201802,2
,Número,52,FR,201804,1
,Número,52,GB,201802,1
,Número,52,GB,201804,1
,Número,52,MX,201801,1
,Número,52,MX,201802,4
,Número,52,MX,201803,3
,Número,52,MX,201804,7
,Número,52,MX,201805,2
,Número,52,MX,201806,1
,Número,52,MX,201807,1
,Número,52,US,201801,10
,Número,52,US,201802,28
,Número,52,US,201803,17
,Número,52,US,201804,4
,Número,52,US,201805,2
,Número,52,US,201806,5
,Número,52,VN,201806,1
,Número,57,,201805,1
,Número,57,AR,201801,1
,Número,57,AR,201803,1
,Número,57,AT,201802,1
,Número,57,AT,201803,2
,Número,57,AT,201804,1
,Número,57,AT,201805,1
,Número,57,BR,201802,1
,Número,57,CZ,201803,1
,Número,57,FR,201801,2
,Número,57,FR,201802,1
,Número,57,FR,201804,2
,Número,57,GB,201801,1
,Número,57,GB,201802,1
,Número,57,HK,201805,2
,Número,57,IT,201802,1
,Número,57,MX,201801,1
,Número,57,MX,201804,13
,Número,57,MX,201805,2
,Número,57,MX,201806,1
,Número,57,MX,201807,1
,Número,57,US,201801,11
,Número,57,US,201802,20
,Número,57,US,201803,16
,Número,57,US,201804,5
,Número,57,US,201805,4
,Número,57,US,201806,6
,Número,57,US,201807,1
,Número,57,VN,201806,1
,Número,56,,201805,1
,Número,56,,201806,1
,Número,56,AR,201801,1
,Número,56,AR,201803,1
,Número,56,AT,201802,1
,Número,56,AT,201803,1
,Número,56,AT,201804,1
,Número,56,AT,201805,1
,Número,56,CA,201806,1
,Número,56,CZ,201803,1
,Número,56,EC,201803,1
,Número,56,FR,201801,2
,Número,56,FR,201802,1
,Número,56,FR,201804,2
,Número,56,GB,201801,1
,Número,56,GB,201802,1
,Número,56,IT,201802,1
,Número,56,MX,201801,2
,Número,56,MX,201802,6
,Número,56,MX,201804,10
,Número,56,MX,201805,4
,Número,56,MX,201806,2
,Número,56,MX,201807,4
,Número,56,US,201801,13
,Número,56,US,201802,26
,Número,56,US,201803,17
,Número,56,US,201804,5
,Número,56,US,201805,3
,Número,56,US,201806,5
,Número,56,US,201807,1
,Número,56,VN,201806,1
,Número,55,,201805,1
,Número,55,,201806,24
,Número,55,AR,201801,1
,Número,55,AR,201803,1
,Número,55,CL,201803,1
,Número,55,CO,201805,1
,Número,55,CO,201806,1
,Número,55,CZ,201803,1
,Número,55,FR,201801,2
,Número,55,FR,201802,3
,Número,55,GB,201801,1
,Número,55,GB,201804,1
,Número,55,IT,201804,1
,Número,55,MX,201804,6
,Número,55,MX,201805,6
,Número,55,MX,201806,1
,Número,55,MX,201807,1
,Número,55,US,201801,9
,Número,55,US,201802,23
,Número,55,US,201803,18
,Número,55,US,201804,4
,Número,55,US,201805,4
,Número,55,US,201806,8
,Número,55,VN,201806,1
,Número,60,,201805,2
,Número,60,AR,201801,2
,Número,60,AR,201803,1
,Número,60,CO,201801,1
,Número,60,CZ,201803,1
,Número,60,ES,201801,5
,Número,60,FR,201801,2
,Número,60,FR,201802,1
,Número,60,FR,201804,1
,Número,60,GB,201801,1
,Número,60,GB,201802,1
,Número,60,IT,201804,1
,Número,60,MX,201803,2
,Número,60,MX,201804,7
,Número,60,MX,201805,3
,Número,60,MX,201806,1
,Número,60,MX,201807,2
,Número,60,NL,201802,1
,Número,60,TR,201804,1
,Número,60,US,201801,13
,Número,60,US,201802,26
,Número,60,US,201803,17
,Número,60,US,201804,4
,Número,60,US,201805,2
,Número,60,US,201806,6
,Número,60,US,201807,1
,Número,60,VN,201806,1
,Número,59,,201805,1
,Número,59,AR,201801,1
,Número,59,AR,201803,1
,Número,59,CZ,201803,1
,Número,59,FR,201801,2
,Número,59,FR,201802,2
,Número,59,FR,201804,1
,Número,59,GB,201801,1
,Número,59,GB,201802,1
,Número,59,GB,201804,1
,Número,59,MX,201801,1
,Número,59,MX,201804,6
,Número,59,MX,201805,1
,Número,59,MX,201806,1
,Número,59,MX,201807,1
,Número,59,TR,201804,1
,Número,59,US,201801,13
,Número,59,US,201802,27
,Número,59,US,201803,16
,Número,59,US,201804,3
,Número,59,US,201805,3
,Número,59,US,201806,5
,Número,59,US,201807,1
,Número,59,VN,201806,1
,Número,58,,201805,1
,Número,58,AR,201801,1
,Número,58,AR,201803,1
,Número,58,AT,201802,1
,Número,58,AT,201803,2
,Número,58,AT,201804,1
,Número,58,AT,201805,1
,Número,58,CL,201806,2
,Número,58,CZ,201803,1
,Número,58,ES,201805,6
,Número,58,FR,201802,1
,Número,58,FR,201804,1
,Número,58,GB,201801,3
,Número,58,GB,201802,1
,Número,58,IT,201802,1
,Número,58,IT,201804,1
,Número,58,MX,201801,1
,Número,58,MX,201803,1
,Número,58,MX,201804,6
,Número,58,MX,201805,1
,Número,58,MX,201806,1
,Número,58,MX,201807,2
,Número,58,PE,201806,2
,Número,58,TR,201804,2
,Número,58,US,201801,10
,Número,58,US,201802,26
,Número,58,US,201803,17
,Número,58,US,201804,4
,Número,58,US,201805,3
,Número,58,US,201806,6
,Número,58,US,201807,1
,Número,58,VN,201806,1
,Número,63,,201805,8
,Número,63,,201806,1
,Número,63,AR,201801,1
,Número,63,AR,201803,1
,Número,63,AT,201802,1
,Número,63,AT,201803,1
,Número,63,AT,201804,1
,Número,63,AT,201805,1
,Número,63,CL,201806,1
,Número,63,CZ,201803,1
,Número,63,ES,201805,2
,Número,63,FR,201801,3
,Número,63,FR,201802,1
,Número,63,FR,201804,1
,Número,63,GB,201802,2
,Número,63,GB,201804,1
,Número,63,MX,201803,7
,Número,63,MX,201804,5
,Número,63,MX,201805,3
,Número,63,MX,201806,2
,Número,63,MX,201807,2
,Número,63,US,201801,9
,Número,63,US,201802,26
,Número,63,US,201803,20
,Número,63,US,201804,3
,Número,63,US,201805,5
,Número,63,US,201806,5
,Número,63,US,201807,1
,Número,63,VN,201806,1
,Número,62,,201805,7
,Número,62,,201806,1
,Número,62,AR,201801,1
,Número,62,AR,201803,1
,Número,62,CZ,201803,1
,Número,62,ES,201805,3
,Número,62,FR,201801,3
,Número,62,FR,201802,2
,Número,62,FR,201804,1
,Número,62,GB,201804,1
,Número,62,IT,201802,1
,Número,62,MX,201802,2
,Número,62,MX,201803,3
,Número,62,MX,201804,3
,Número,62,MX,201805,1
,Número,62,MX,201806,2
,Número,62,MX,201807,1
,Número,62,US,201801,10
,Número,62,US,201802,30
,Número,62,US,201803,19
,Número,62,US,201804,4
,Número,62,US,201805,4
,Número,62,US,201806,6
,Número,62,US,201807,1
,Número,62,VN,201806,1
,Número,61,,201805,1
,Número,61,,201806,16
,Número,61,AR,201801,1
,Número,61,AR,201803,1
,Número,61,AT,201803,2
,Número,61,CL,201802,1
,Número,61,CL,201805,1
,Número,61,CO,201801,1
,Número,61,CZ,201803,1
,Número,61,ES,201805,4
,Número,61,FR,201801,2
,Número,61,FR,201802,1
,Número,61,FR,201804,2
,Número,61,GB,201801,1
,Número,61,IT,201802,2
,Número,61,MX,201802,1
,Número,61,MX,201803,3
,Número,61,MX,201804,4
,Número,61,MX,201805,1
,Número,61,MX,201806,2
,Número,61,MX,201807,1
,Número,61,US,201801,13
,Número,61,US,201802,26
,Número,61,US,201803,18
,Número,61,US,201804,4
,Número,61,US,201805,4
,Número,61,US,201806,5
,Número,61,US,201807,1
,Número,61,VN,201806,1
,Número,66,,201805,11
,Número,66,AR,201801,1
,Número,66,AR,201803,1
,Número,66,CZ,201803,1
,Número,66,FR,201802,3
,Número,66,FR,201804,2
,Número,66,FR,201805,2
,Número,66,GB,201801,2
,Número,66,GB,201802,1
,Número,66,GB,201803,1
,Número,66,IT,201801,1
,Número,66,MX,201804,5
,Número,66,MX,201805,3
,Número,66,MX,201806,4
,Número,66,MX,201807,3
,Número,66,US,201801,12
,Número,66,US,201802,25
,Número,66,US,201803,19
,Número,66,US,201804,4
,Número,66,US,201805,3
,Número,66,US,201806,6
,Número,66,US,201807,1
,Número,66,VN,201806,1
,Número,65,,201805,5
,Número,65,AR,201801,1
,Número,65,AR,201803,1
,Número,65,AT,201802,1
,Número,65,AT,201803,2
,Número,65,AT,201804,1
,Número,65,AT,201805,1
,Número,65,CL,201806,1
,Número,65,CZ,201803,1
,Número,65,DE,201804,1
,Número,65,FR,201801,2
,Número,65,FR,201802,3
,Número,65,FR,201804,2
,Número,65,FR,201805,1
,Número,65,GB,201801,1
,Número,65,GB,201802,1
,Número,65,MX,201803,4
,Número,65,MX,201804,6
,Número,65,MX,201805,4
,Número,65,MX,201806,3
,Número,65,MX,201807,1
,Número,65,US,201801,13
,Número,65,US,201802,31
,Número,65,US,201803,23
,Número,65,US,201804,5
,Número,65,US,201805,4
,Número,65,US,201806,5
,Número,65,US,201807,1
,Número,65,VN,201806,1
,Número,64,,201805,6
,Número,64,AR,201801,1
,Número,64,AR,201803,1
,Número,64,AT,201802,1
,Número,64,CZ,201803,1
,Número,64,ES,201806,1
,Número,64,FR,201801,3
,Número,64,FR,201802,1
,Número,64,FR,201804,1
,Número,64,IT,201802,2
,Número,64,MX,201802,1
,Número,64,MX,201803,1
,Número,64,MX,201804,7
,Número,64,MX,201805,6
,Número,64,MX,201806,3
,Número,64,MX,201807,1
,Número,64,NL,201804,1
,Número,64,US,201801,11
,Número,64,US,201802,28
,Número,64,US,201803,18
,Número,64,US,201804,3
,Número,64,US,201805,2
,Número,64,US,201806,6
,Número,64,US,201807,1
,Número,64,VN,201806,1
,Número,67,,201805,13
,Número,67,AR,201801,1
,Número,67,AR,201803,1
,Número,67,CL,201804,1
,Número,67,CZ,201803,1
,Número,67,ES,201801,1
,Número,67,FR,201801,1
,Número,67,FR,201802,1
,Número,67,FR,201803,1
,Número,67,FR,201804,1
,Número,67,FR,201805,1
,Número,67,GB,201801,2
,Número,67,GB,201802,1
,Número,67,GB,201804,1
,Número,67,IT,201801,1
,Número,67,IT,201802,1
,Número,67,MX,201801,1
,Número,67,MX,201802,2
,Número,67,MX,201803,4
,Número,67,MX,201804,10
,Número,67,MX,201805,3
,Número,67,MX,201806,6
,Número,67,MX,201807,1
,Número,67,US,201801,20
,Número,67,US,201802,27
,Número,67,US,201803,19
,Número,67,US,201804,7
,Número,67,US,201805,4
,Número,67,US,201806,7
,Número,67,US,201807,1
,Número,67,VN,201806,1
,Número,68,,201805,11
,Número,68,AR,201801,1
,Número,68,AR,201803,1
,Número,68,CR,201804,1
,Número,68,CZ,201803,1
,Número,68,ES,201801,1
,Número,68,FR,201801,4
,Número,68,FR,201802,2
,Número,68,FR,201803,1
,Número,68,FR,201804,1
,Número,68,FR,201805,1
,Número,68,GB,201802,1
,Número,68,IT,201804,1
,Número,68,MX,201804,7
,Número,68,MX,201805,1
,Número,68,MX,201806,5
,Número,68,MX,201807,1
,Número,68,US,201801,15
,Número,68,US,201802,26
,Número,68,US,201803,19
,Número,68,US,201804,5
,Número,68,US,201805,3
,Número,68,US,201806,11
,Número,68,US,201807,1
,Número,68,VN,201806,1
,Número,69,,201805,8
,Número,69,AR,201801,1
,Número,69,AR,201803,1
,Número,69,AT,201802,1
